while it would be easy to give crush the new title of two wedding and a funeral it a far more thoughtful film than any slice of hugh grant whimsy	1
though everything might be literate and smart it never take off and always seem static	1
cantet perfectly capture the hotel lobby two lane highway and roadside cafe that permeate vincent day	1
ms fulford wierzbicki be almost spooky in her sulky calculate lolita turn	1
though it be by no mean his good work laissez passer be a distinguished and distinctive effort by a bona fide master a fascinating film replete with reward to be have by all willing to make the effort to reap they	1
like most bond outing in recent year some of the stunt be so outlandish that they border on be cartoonlike a heavy reliance on cgi technology be begin to creep into the series	1
newton draw our attention like a magnet and act circle around her well know co star mark wahlberg	1
the story lose its bite in a last minute happy ending that even less plausible than the rest of the picture much of the way though this be a refreshingly novel ride	1
full would surely have call this gutsy and at time exhilarate movie a great yarn	1
compleja e intelectualmente retadora el ladrón de orquídeas es uno de esos filmes que vale la pena ver precisamente por su originalidad	1
the film make a strong case for the importance of the musician in create the motown sound	1
karman move like rhythm itself her lip chant to the beat her long braid hair do little to wipe away the jeweled bead of sweat	1
gosling provide an amazing performance that dwarf everything else in the film	1
a real movie about real people that give we a rare glimpse into a culture most of we do know	1
tender yet lacerate and darkly funny fable	1
may be spoof an easy target those old giant creature feature but it acknowledge and celebrate their cheesiness as the reason why people get a kick out of watch they today	1
an engage overview of johnson eccentric career	1
in its ragged cheap and unassuming way the movie work	1
some actor have so much charisma that you be happy to listen to they read the phone book hugh grant and sandra bullock be two such likeable actor	1
sandra nettelbeck beautifully orchestrate the transformation of the chilly neurotic and self absorb martha as her heart begin to open	1
behind the snow game and lovable siberian husky plus one sheep dog the picture host a parka wrap dose of heart	1
everytime you think undercover brother have run out of steam it find a new way to surprise and amuse	1
manage to be original even though it rip off many of its idea	1
singer composer bryan adams contribute a slew of song a few potential hit a few more simply intrusive to the story but the whole package certainly capture the intend er spirit of the piece	1
you think by now america would have have enough of plucky british eccentric with heart of gold yet the act be still charming here	1
whether or not you enlighten by any of derrida lecture on the other and the self derrida be an undeniably fascinating and playful fellow	1
a pleasant enough movie hold together by skilled ensemble actor	1
this be the good american movie about troubled teen since whatever	1
disney have always be hit or miss when bring beloved kid book to the screen tuck everlasting be a little of both	1
just the labour involve in create the layered richness of the imagery in this chiaroscuro of madness and light be astonishing	1
the animate subplot keenly depict the inner struggle of our adolescent hero insecure uncontrolle and intense	1
the invincible werner herzog be alive and well and live in la	1
morton be a great actress portray a complex character but morvern callar grow less compelling the far it meander from its shocking start	1
part of the charm of satin rouge be that it avoid the obvious with humour and lightness	1
son of the bride may be a good half hour too long but come replete with a flattering sense of mystery and quietness	1
a simmer psychological drama in which the burst of sudden violence be all the more startling for the slow buildup that have precede they	1
a taut intelligent psychological drama	1
a compelling come of age drama about the arduous journey of a sensitive young girl through a series of foster home and a fierce struggle to pull free from her dangerous and domineering mother hold over she	1
a truly move experience and a perfect example of how art when do right can help heal clarify and comfort	1
this delicately observed story deeply feel and masterfully stylize be a triumph for its maverick director	1
at heart the movie be a deftly wrought suspense yarn whose rich shading work as color rather than substance	1
the appearance of treebeard and gollum expand role will either have you love what you see or roll your eye i love it gollum performance be incredible	1
a screenplay more ingeniously construct than memento	1
if this movie be a book it would be a page turner you can wait to see what happen next	1
haneke challenge we to confront the reality of sexual aberration	1
absorb and disturbing perhaps more disturbing than originally intend but a little clarity would have go a long way	1
it the good film of the year so far the benchmark against which all other good picture contender should be measure	1
painful to watch but viewer willing to take a chance will be reward with two of the year most accomplished and rivet film performance	1
this be a startling film that give you a fascinating albeit depressing view of iranian rural life close to the iraqi border	1
an imaginative comedy thriller	1
a few artsy flourish aside narc be as gritty as a movie get these day	1
while the isle be both preposterous and thoroughly misogynistic its vista be incredibly beautiful to look at	1
together tok and o orchestrate a buoyant darkly funny dance of death in the process they demonstrate that there still a lot of life in hong kong cinema	1
director kapur be a filmmaker with a real flair for epic landscape and adventure and this be a well film than his early english language movie the overpraise elizabeth	1
the movie be a blast of educational energy as bouncy animation and catchy song escort you through the entire minute	1
a sport movie with action that exciting on the field and a story you care about off it	1
doug liman the director of bourne direct the traffic well get a nice wintry look from his location absorb we with the movie spycraft and use damon ability to be focus and sincere	1
the tenderness of the piece be still intact	1
katz use archival footage horrify document of lynching still photograph and charming old reel to reel recording of meeropol entertain his child to create his song history but most powerful of all be the song itself	1
like the film almost anthropologically detailed realization of suburbia it significant without be overstate	1
while mcfarlane animation lift the film firmly above the level of other come of age film it also so jar that it hard to get back into the boy story	1
if nothing else this movie introduce a promising unusual kind of psychological horror	1
in a normal screen process these bromide would be barely enough to sustain an interstitial program on the discovery channel but in imax d the clichés disappear into the vertiginous perspective open up by the photography	1
writer director burger imaginatively fan the ember of a dormant national grief and curiosity that have calcify into chronic cynicism and fear	1
a roller coaster ride of a movie	1
i enjoy time of favor while i be watch it but i be surprised at how quickly it fade from my memory	1
chicago be sophisticated brash sardonic completely joyful in its execution	1
steve irwin method be ernest hemmingway at accelerated speed and volume	1
a refreshing korean film about five female high school friend who face an uphill battle when they try to take their relationship into deep water	1
on the surface it a lover on the run crime flick but it have a lot in common with piesiewicz and kieslowski early work film like the double life of veronique	1
the value that have hold the enterprise crew together through previous adventure and peril do so again courage self sacrifice and patience under pressure	1
if it possible for a sequel to outshine the original then do just that	1
a romantic comedy that operate by the rule of its own self contain universe	1
friend couple mile and all the pabst blue ribbon beer they can drink it the ultimate redneck road trip	1
the film be often fill with a sense of pure wonderment and excitement not often see in today cinema du sarcasm	1
it might be tempting to regard mr andrew and his collaborator as oddball but mr earnhart quizzical charming movie allow we to see they finally as artist	1
a feel good picture in the good sense of the term	1
edit and shoot with a syncopate style mimic the work of his subject pray turn the idea of the documentary on its head make it rouse invigorate fun lack any mtv puffery	1
a mostly intelligent engross and psychologically resonant suspenser	1
it this memory as identity obviation that give secret life its intermittent unease reaffirm that long hold illusion be indeed reality and that erase they recast the self	1
hip hop have a history and it a metaphor for this love story	1
in scope ambition and accomplishment child of the century take kury career to a whole new level	1
this may not have the dramatic gut wrench impact of other holocaust film but it a compelling story mainly because of the way it tell by the people who be there	1
between the drama of cube s personal revelation regard what the shop mean in the big picture iconic character gambol fluidly through the story with charming result	1
a gentle compassionate drama about grief and healing	1
somewhere short of tremor on the modern b scene neither as funny nor as clever though an agreeably unpretentious way to spend ninety minute	1
digital video documentary about stand up comedian be a great glimpse into a very different world	1
unlike most teen flick swimming take its time to tell its story cast mostly little know performer in key role and introduce some intriguing ambiguity	1
an enthralling playful film that constantly frustrate our desire to know the truth about this man while deconstruct the very format of the biography in a manner that derrida would doubtless give his blessing to	1
extreme op exceed expectation good fun good action good acting good dialogue good pace good cinematography	1
you should pay nine buck for this because you can hear about suffer afghan refugee on the news and still be unaffected drama like this make it human	1
a thunderous ride at first quiet cadence of pure finesse be few and far between their shortage dilute the potency of otherwise respectable action still this flick be fun and host to some truly excellent sequence	1
it obviously strike a responsive chord with many south korean and should work its magic in other part of the world	1
run do walk to see this barbed and brace comedy on the big screen	1
a classy item by a legend who may have nothing leave to prove but still have the chop and drive to show how its do	1
it be nature against progress in fessenden horror trilogy this theme have prove important to he and be especially so in the finale	1
it not exactly a gourmet meal but the fare be fair even come from the drive thru	1
this be what imax be make for strap on a pair of d goggle shut out the real world and take a vicarious voyage to the last frontier space	1
merely as a technical logistical feat russian ark mark a cinematic milestone	1
schweiger be talented and terribly charismatic quality essential to both movie star and social anarchist	1
it a great deal of sizzle and very little steak but what spectacular sizzle it be in this incarnation its fizz be infectious	1
an original gem about an obsession with time	1
it will delight newcomer to the story and those who know it from bygone day	1
gloriously goofy and gory midnight movie stuff	1
the film overcome the regular minefield of come of age cliche with potent dose of honesty and sensitivity	1
if your sense have be dull by slasher film and gorefest if you a connoisseur of psychological horror this be your ticket	1
it a minor comedy that try to balance sweetness with coarseness while it paint a sad picture of the single scene	1
it be intensely personal and yet unlike quill deftly show we the temper of the time	1
as lo fi as the special effect be the folk who cobble nemesis together indulge the force of humanity over hardware in a way that george lucas have long forget	1
like mike do win any point for originality it do succeed by follow a feel good formula with a win style and by offer its target audience of urban kid some welcome role model and optimism	1
it a hoot and a half and a great way for the american people to see what a candidate be like when he not give the same cent stump speech	1
far from perfect but its heart be in the right place innocent and well meaning	1
a sad superior human comedy play out on the back road of life	1
waydowntown be by no mean a perfect film but its boast a huge charm factor and smack of originality	1
tim allen be great in his role but never hog the scene from his fellow cast as there be plenty of laugh and good line for everyone in this comedy	1
more a load of enjoyable conan esque claptrap than the punishing special effect soul assault the mummy picture represent	1
enormously likable partly because it be aware of its own grasp of the absurd	1
here a british flick gleefully unconcerned with plausibility yet just as determined to entertain you	1
it an old story but a lively script sharp acting and partially animate interlude make just a kiss seem minty fresh	1
must be see to be believe	1
ray liotta and jason patric do some of their good work in their underwritten role but do be fool nobody deserve any prize here	1
everything that have to do with yvan and charlotte and everything that have to do with yvan rambunctious jewish sister and her non jew husband feel funny and true	1
sweet home alabama be what it be a nice harmless date film	1
the year happy surprise a movie that deal with a real subject in an always surprising way	1
fan of behan work and of irish movie in general will be reward by borstal boy	1
its mystery be transparently obvious and it too slowly pace to be a thriller but it worth recommend because of two marvelous performance by michael caine and brendan fraser	1
the film be faithful to what one presume be the book twin premise that we become who we be on the back of our parent but we have no idea who they be at our age and that time be a fleeting and precious commodity no matter how old you be	1
stephen earnhart homespun documentary mule skinner blue have nothing but love for its posse of trailer park denizen	1
a solidly seaworthy chiller	1
if you can get past the fantastical aspect and harsh reality of the isle you get a sock you in the eye flick that be a visual tour de force and a story that be unlike any you will likely see anywhere else	1
there be as many miss as hit but ultimately it find humor in the foible of human behavior and it a welcome return to the root of a genre that should depend on surprise	1
a well make thriller with a certain level of intelligence and non reactionary morality	1
there enough science to make it count as educational and enough beauty to make it unforgettable	1
remain a solid if somewhat heavy handed account of the near disaster do up by howard with a steady if not very imaginative hand	1
makmalbaf follow a resolutely realistic path in this uncompromise insight into the harsh existence of the kurdish refugee of iran borderland	1
for a good chunk of its running time trap be an effective and claustrophobic thriller	1
most of crush be a clever and captivate romantic comedy with a welcome pinch of tartness	1
nair do capture the complexity of a big family and its trial and tribulation	1
the seaside splendor and shallow beautiful people be nice to look at while you wait for the story to get go	1
rare be the urban comedy that even attempt the insight and honesty of this disarm indie	1
rank among willam good screen work	1
engagingly capture the maddening and magnetic ebb and flow of friendship	1
an experience so engross it be like be bury in a new environment	1
it traditional moviemaking all the way but it do with a lot of careful period attention as well as some very welcome wit	1
thoroughly enjoyable	1
maybe it just because this past year have see the release of some of the bad film comedy in decade but honestly analyze that really be all that bad	1
a droll well act character drive comedy with unexpected deposit of feeling	1
this be simply the most fun you ever have with a documentary	1
a very funny movie	1
watch haneke film be aptly enough a challenge and a punishment but watch huppert a great actress tear into a landmark role be rivet	1
a cop story that understand the medium amazingly well	1
one of the good most understated performance of jack nicholson career	1
britney have be deliver to the big screen safe and sound the way we like our year old superstar girl to travel on the fame freeway	1
those outside show business will enjoy a close look at people they do really want to know	1
the kind of nervous film that will either give you a mild headache or exhilarate you	1
watch beanie and his gang put together his slasher video from spare part and borrow material be as much fun as it must have be for they to make it	1
child may not understand everything that happen i not sure even miyazaki himself do but they will almost certainly be fascinated and undoubtedly delighted	1
a fascinating and fun film	1
tadpole be a sophisticated funny and good natured treat slight but a pleasure	1
this insightful oscar nominate documentary in which child on both side of the ever escalate conflict have their say away from watchful parental eye give peace yet another chance	1
i admire this work a lot	1
whether you move and love it or bore or frustrate by the film you still feel something	1
there be enough moment of heartbreake honesty to keep one glue to the screen	1
my goodness queen latifah have a lot to offer and she seem to have no problem flaunt her natural gift she must have a very strong back	1
a smart sweet and playful romantic comedy	1
australian actor director john polson and award win english cinematographer gile nuttgen make a terrific effort at disguise the obvious with energy and innovation	1
without heavy handedness dong provide perspective with his intelligent grasp of human foible and contradiction	1
solid lump in the throat family entertainment that derive its power by stick to the fact	1
as an entertainment the movie keep you divert and good of all it lighten your wallet without leave a sting	1
it be interesting and fun to see goodall and her chimpanzee on the big than life screen	1
it will bust your gut and it not intend to it merely a blandly cinematic surgical examination of what make a joke a joke	1
a somewhat crudely construct but grip quest look at a person so rack with self loathing he become an enemy to his own race	1
it extend the writing of jean genet and john rechy the film of fassbinder perhaps even the nocturnal work of goya	1
narc may not get an a for originality but it wear its b movie heritage like a badge of honor	1
with the film strike ending one realize that we have a long way to go before we fully understand all the sexual permutation involve	1
drumline be entertaining for what it do and admirable for what it do do	1
at its good early on as it play the culture clash between the brother	1
a rare beautiful film	1
an unabashedly schmaltzy and thoroughly enjoyable true story	1
a thoughtful look at a painful incident that make headline in	1
you walk out of the good girl with mixed emotion disapproval of justine combine with a tinge of understanding for her action	1
tsai ming liang have take his trademark style and refine it to a crystalline point	1
purely propaganda a work of unabashed hero worship it be nonetheless and likely inadvertently a timely and invaluable implicit reminder of the role that u s foreign policy have play in the rise of castro	1
now trim by about minute this lavish three year old production have enough grandeur and scale to satisfy as grow up escapism	1
we get some truly unique character study and a cross section of americana that hollywood could possibly fictionalize and be believe	1
though this film can be clumsy its ambition be equally and admirably uncommercial	1
dare mesmerize and exceedingly hard to forget	1
the dangerous life of altar boy take on adolescence feel painfully true	1
moore performance impress almost as much as her work with hayne in safe	1
visit spy movie territory like a novel you can put down examine a footnote to history seldom bring to light on the screen and keep you guess from first frame to last	1
an absorbing slice of depression life that touch nerve and ring true	1
mr parker have brilliantly update his source and grasp its essence compose a sorrowful and hilarious tone poem about alienated labor or an absurdist workplace sitcom	1
the result be something quite fresh and delightful	1
all but the most persnickety preteen should enjoy this nonthreatening but thrilling adventure	1
despite its many infuriate flaw not the least of which be amy self absorb personality amy o honesty will win you over	1
this be one of polanski good film	1
day be not a great bond movie but it be a good bond movie which still make it much well than your typical bond knock off	1
polished korean political action film be just as good and bad as hollywood action epic be this progress	1
elle portray with quiet fastidiousness by per christian ellefsen be a truly singular character one whose frailty be only slightly magnify version of the one that vex nearly everyone	1
denis and co writer michele petin impeccable screenplay penetrate with a rawness that that be both unflinche and tantalize lead provocatuer testud and parmenti give superlative performance	1
an absorb trip into the mind and motivation of people under stress as well as a keen unsentimental look at variation on the theme of motherhood	1
i admire it particularly that unexpected downer of an ending	1
the passion arouse by the discord between old and new culture be set against the strange stark beauty of the mideast desert so lovingly and perceptively film that you can almost taste the desiccated air	1
remarkably accessible and affect	1
never mind whether you buy the stuff about barris be a cia hit man the kooky yet shadowy vision clooney sustain throughout be dare inventive and impressive	1
a triumph of art direction over narrative but what art direction	1
behan himself know how to spin a tale and one can help but think he appreciate this attempt to turn his life into art	1
jirí hubac script be a gem his character be engage intimate and the dialogue be realistic and greatly move the scope of the silberstein family be large and we grow attach to their life full of strength warmth and vitality	1
moore complex and important film be also believe it or not immensely entertaining a david and goliath story that still very much play itself out	1
the additional storyline be interesting and entertaining but it do have the same magical quality as the beginning of the story i like the new footage and still love the old stuff	1
though mama take a bit too long to find its rhythm and a third act plot development be somewhat melodramatic its ribald humor and touching nostalgia be sure to please anyone in search of a jule and jim for the new millennium	1
you might not buy the idea but you definitely want the t shirt	1
provide an intriguing window into the imagination and hermetic analysis of todd solondz	1
windtalker be shapelessly gratifying the kind of movie that invite you to pick apart its fault even as you have to admit that somehow it hit you where you live	1
present an astute appraisal of middle american musical torpor and the desperate struggle to escape it	1
just what make we happy anyway	1
a thoughtful move piece that face difficult issue with honesty and beauty	1
one of the great romantic comedy of the past decade	1
you would call the good girl a date movie an anti date movie be more like it but when it good it good and horrid	1
benefit from a strong performance from zhao but it dong jie face you remember at the end	1
this be a film brim with detail and nuance and one that speak volume about the ability of the human spirit to find solace in event that could easily crush it forever	1
the director steven shainberg have succeed by focus intently on his character make they quirky individual rather than figure of fun	1
it ultimately stand forth as an important chronicle of the abuse of one of latin america most oppressive regime	1
the movie have a soft percolate magic a deadpan suspense	1
a well make and often lovely depiction of the mystery of friendship	1
use his audience as a figurative port of call dong pull his even handed ideological ship to their dock for unloading before he continue his long journey still ahead	1
understand that a generation define its music as much as the music define a generation	1
the transporter be as lively and as fun as it be unapologetically dumb	1
as a witness to several greek american wedding but happily a victim of none i can testify to the comparative accuracy of ms vardalos memory and insight	1
have it ever be possible to say that williams have truly inhabit a character it be now	1
by present an impossible romance in an impossible world pumpkin dare we to say why either be impossible which force we to confront what possible and what we might do to make it so	1
an impressive debut for first time writer director mark romanek especially consider his background be in music video	1
an incendiary deeply think provoke look at one of the most peculiar and peculiarly venomous bigotry in our increasingly frightening theocracy	1
all the performance be top notch and once you get through the accent all or nothing become an emotional though still positive wrench of a sit	1
its success be also temper with element which prove the direct antithesis of what it get right	1
it solid and affect and exactly as think provoke as it should be	1
this be such a dazzlingly self assure directorial debut that it hard to know what to praise first	1
parker hold true to wilde own vision of a pure comedy with absolutely no meaning and no desire to be anything but a polished sophisticated entertainment that be in love with its own cleverness	1
münch genuine insight make the film occasional overindulgence forgivable	1
thankfully the film which skirt that rapidly deteriorate line between fantasy and reality take a tongue in cheek attitude even as it push the croc hunter agenda	1
ultimately the message of trouble every day seem to be that all sexual desire disrupt life stasis	1
if you like i a sucker for a good old fashion romance and someone who shamelessly love to eat then mostly martha offer all the perfect ingredient to more than satisfy your appetite	1
the film have just enough of everything re enactment archival footage talking head interview and the music be simply sublime	1
there be a few stab at absurdist comedy but mostly the humor be of the sweet gentle and occasionally cloy kind that have become an iranian specialty	1
a wonderful character base comedy	1
it would be interesting to hear from the other side but in talk to she the woman be down for the count	1
an endearingly offbeat romantic comedy with a great meet cute gimmick	1
the unique tug of war with viewer expectation be undeniable if not a pleasure in its own right	1
it use an old time formula it not terribly original and it rather messy but you just have to love the big dumb happy movie my big fat greek wedding	1
it almost impossible not to be move by the movie depiction of sacrifice and its stir epilogue in post soviet russia	1
who know what exactly godard be on about in this film but his word and image do have to add up to mesmerize you	1
the tone be balanced reflective and reasonable	1
the principal in this cast be all fine but bishop and stevenson be standout	1
it could change america not only because it be full of necessary discussion point but because it be so accessible that it make complex politic understandable to viewer look for nothing but energetic entertainment	1
what most strike about this largely celebratory film be the sense of isolation that permeate these bastion of individuality in an ikea world	1
if you in a mind set for goofy comedy the trooper will entertain with their gross out bawdy comedy and head game	1
somewhat blur but kinnear performance be razor sharp	1
as a director mr ratliff wisely reject the temptation to make fun of his subject	1
for anyone who remember the or be interested in one man response to stroke ram dass fierce grace be worth seek out	1
intriguing and beautiful film but those of you who read the book be likely to be disappoint	1
the new guy do have a heart now if it only have a brain	1
a savvy exploration of paranoia and insecurity in america culture of fear	1
legendary irish writer brendan behan memoir borstal boy have be give a love screen transferral	1
the film great asset be how much it not just another connect the dot spy on the run picture	1
this clever caper movie have twist worthy of david mamet and be enormous fun for think audience	1
it one of the sad film i have ever see that still manage to be uplift but not overly sentimental	1
morton be as usual brilliant	1
even with all those rough edge safely sand down the american insomnia be still pretty darned good	1
i do know precisely what to make of steven soderbergh full frontal though that do stop i from enjoy much of it	1
the tug of war that ensue be as much a snapshot of modern china in microcosm as it be a crash course in movie mythology	1
nearly surreal dabble in french this be no simple movie and you be take a risk if you choose to see it i enjoy the ride bump and all creamy depth and ultimate theme	1
you could say that it slow at time you could say that a few of the character act in way that real people would but one thing you could say be that alias betty be predictable	1
asia author herself as anna battista an italian superstar and aspiring directress who just happen to be her own bad enemy	1
roman coppola may never become the filmmaker his dad be but heck few filmmaker will but base on cq i certainly be keep an eye out for his next project	1
an amusing breezily apolitical documentary about life on the campaign trail	1
high on melodrama but it emotionally engross too thank to strong credible performance from the whole cast	1
finally a genre movie that deliver in a couple of genre no less	1
it not so much enjoyable to watch as it be enlightening to listen to new side of a previous reality and to visit with some of the people who be able to make an impact in the theater world	1
spielberg be the rare director who do not want to invite viewer to gawk at or applaud his special effect he just want they to be part of the action the wallpaper of his choose reality here thankfully they be	1
post the philosophical message of personal freedom first might not be as palatable as intend	1
hu and liu offer natural matter of fact performance that glint with sorrow longing and love	1
this bold and lyrical first feature from raja amari expand the pat notion that middle aged woman just wanna have fun into a rousing treatise of sensual empowerment	1
easy to respect than enthuse over andersson rigorous personal vision be not only distance but distance	1
girl go wild and go civil again	1
tunney be allow to build an uncommonly human character an almost real live girl complete with trouble and hope	1
while this film be not in the least surprising it be still ultimately very satisfying think of it as a sort of comfort food for the mind	1
clever brutal and strangely soulful movie	1
always remain movingly genuine	1
an intelligent fiction about learn through cultural clash	1
will grab your child by the imagination and amaze they and amuse they	1
a remarkable minute meditation on the nature of revolution	1
those who would follow haneke on his creepy exploration be reward by brutal committed performance from huppert and magimel	1
an involve true story of a chinese actor who take up drug and wind up in an institution act mostly by the actual people involve	1
hand down the year most think provoke film but it pay a price for its intricate intellectual gamesmanship	1
it a terrific american sport movie and dennis quaid be its athletic heart	1
this be such a high energy movie where the drumming and the marching be so excellent who care if the story a little weak	1
compelling revenge thriller though somewhat weaken by a miscast lead lady	1
it amazingly perceptive in its subtle supportive but unsentimental look at the mark family	1
a whole lot foul freaky and funny	1
family fare	1
attal mix comedy with a serious exploration of ego and jealousy within a seemingly serene marriage	1
the diversity of the artist represent both in term of style and ethnicity prevent the proceeding from feel repetitious as do the appropriately brief minute running time	1
the pianist be a fine valedictory work for polanski make rich by his own experience make his other movie somehow rich in the bargain	1
foster nail the role give a tight focused performance illuminate by shard of feeling	1
even if you can pronounce gyro correctly you appreciate much of vardalo humor which transcend ethnic boundary	1
be office work really as alienate as bartleby so effectively make it	1
farrell thankfully manage to outshine the role and successfully play the foil to willis world weary colonel	1
audience condition to get weepy over saucer eyed downy cheek moppet and their empathetic caretaker will probably feel emotionally cheat by the film tart sugar free wit	1
bennett dramatization of her personal descent into post breakup perdition have a morbid appeal that tough to shake	1
an intriguing and entertaining introduction to johnson	1
as expect sayle smart wordplay and clever plot contrivance be as sharp as ever though they may be overshadow by some strong performance	1
a model of what film like this should be like	1
as weber and weissman demonstrate with such insight and celebratory verve the cockette be as much about gender sexual preference or political agitprop as they be simply a triumph of the indomitable human will to rebel connect and create	1
yeah these flick be just that damn good be it great	1
an unbelievably fun film just a lead man away from perfection	1
over the top and a bit ostentatious this be a movie that get oodle of style and substance	1
a poignant and powerful narrative that reveal that read writing and arithmetic be not the only subject to learn in life	1
nicely serve as an examination of a society in transition	1
boisterous heartfelt comedy	1
a tender and touching drama base on the true story of a troubled african american quest to come to term with his origin reveal the yearning we all have in our heart for acceptance within the family circle	1
as a randy film about sexy people in gorgeous place be push and pull literally and figuratively by desire sex and lucía make for an arouse good time	1
absorb character study by andré turpin	1
celebrate at sundance this slight comedy of manner have win performance and a glossy glib charm that hard to beat	1
renner performance as dahmer be unforgettable deeply absorbing	1
if no one single out any of these performance as award worthy it only because we would expect nothing less from this bunch	1
if you love reading poetry then by all mean check it out you probably love it	1
though of particular interest to student and enthusiast of international dance and world music the film be design to make viewer of all age cultural background and rhythmic ability want to get up and dance	1
energetic and boldly provocative	1
star war be back in a major way	1
it a movie and an album you will want to miss	1
it rare to find a film that dazzle the eye challenge the brain and satisfy our lust for fast pace action but minority report deliver all that and a whole lot more	1
while not all transition to adulthood be so fraught there much truth and no small amount of poetry in girl can swim	1
if there nothing fresh about wannabe which be write by mr demeo who produce and direct the film with charles a addessi much of the time the movie feel authentic	1
jacquot tosca be a treat	1
by the end of no such thing the audience like beatrice have a watchful affection for the monster	1
if you like such movie as notte hill four wedding and a funeral bridget jones diary or high fidelity then you will want to miss about a boy	1
the gentle melding of drama and comedy make what time be it there something the true film buff will enjoy	1
romanek keep the film constantly taut reflect the character instability with a metaphorical visual style and an unnerving heartbeat like score	1
i whole heartedly recommend that everyone see this for its historical significance alone	1
hey who else need a shower	1
longley have construct a remarkably coherent horrifically vivid snapshot of those turbulent day	1
although it bang a very cliched drum at time this crowd pleaser fresh dialogue energetic music and good natured spunk be often infectious	1
often gruelle and heartbreaking to witness but seldahl and wollter sterling performance raise this far above the level of the usual maudlin disease movie	1
go see it and enjoy	1
the stunning dreamlike visual will impress even those viewer who have little patience for euro film pretension	1
george clooney prove he quite a talented director and sam rockwell show we he a world class actor with confession of a dangerous mind	1
there a vastness imply in metropoli that be just breathtake	1
murderous maid may well be the most comprehensive of these film and also strike close to the truth	1
the people in dogtown and z boy be so funny aggressive and alive you have to watch they because you can wait to see what they do next	1
as green gut monster movie go it a beaut	1
as bundy michael reilly burke octopus river of fear have just the right amount of charisma and menace	1
a deceivingly simple film one that grow in power in retrospect	1
ana be a vivid vibrant individual and the movie focus upon she make it successful and accessible	1
a slick skillful little horror film	1
a very witty take on change risk and romance and the film use humour to make its point about acceptance and growth	1
anderson use a hit or miss aesthetic that hit often enough to keep the film entertain even if none of it make a lick of sense	1
bubba ho tep be a wonderful film with a bravura lead performance by bruce campbell that do deserve to leave the building until everyone be aware of it	1
despite the long running time the pace never feel slack there no scene that scream bathroom break	1
bullock do a good job here of work against her natural likability	1
a film of precious increment artfully camouflage as everyday activity	1
kinnear give a tremendous performance	1
the good movie of its kind since brazil lucas take note this be how you use special effect	1
frailty have be write so well that even a simple goddammit near the end take on a whole other meaning	1
one hour photo be an intriguing snapshot of one man and his delusion it just too bad it do have more flash of insight	1
kaufman create an eerie sense of not only be there at the time of these event but the very night matthew be kill	1
chalk it up to my adoration for both de niro and murphy but i have a pretty good time with this movie despite its myriad flaw	1
its scene and sensibility be all more than familiar but it exude a kind of nostalgic spy movie charm and at the same time be so fresh and free of the usual thriller nonsense that it all seem to be happen for the first time	1
it represent well than average movie making that do demand a dumb distracted audience	1
a charming yet poignant tale of the irrevocable tie that bind	1
an enchant spectacular for potter fan anxious to ride the hogwart express toward a new year of magic and mischief	1
the talent of the actor help moonlight mile rise above its heart on its sleeve writing	1
it a humble effort but spice with wry humor and genuine pathos especially between morgan and redgrave	1
this examination of aquatic life off the shore of the baja california peninsula of mexico offer an engross way to demonstrate the virtue of the imax format	1
dark and disturbing but also surprisingly funny	1
